position,title,price,date,link,location
1,CZ 550 exclusive 308,255 000 руб.,"Вчера, в 19:25",https://gunsbroker.ru/hunting/895589_cz-550-exclusive-308.html,Москва
2,Новые Blaser R8,1 200 руб.,"Вчера, в 16:20",https://gunsbroker.ru/hunting/895656_novye-blaser-r8.html,Москва
3,Карабин Blaser R8 Ultimate X Leather .308Win Match THR 18x1 новый,1 850 000 руб.,"Вчера, в 15:22",https://gunsbroker.ru/hunting/867745_karabin-blaser-r8-ultimate-carbon-308win-match-thr.html,Москва
4,LDT 10-20 308 Win,330 000 руб.,"Вчера, в 15:15",https://gunsbroker.ru/hunting/879921_ldt-10-20-308-win.html,"Свердловская область, Екатеринбург"
5,"ВПО-106, кал.308Win, ""Zastava Arms""",60 000 руб.,"Вчера, в 15:05",https://gunsbroker.ru/hunting/896369_vpo-106-kal308win-zastava-arms.html,Москва
6,STEYR mannlicher scout 308 кал,390 000 руб.,"Вчера, в 14:55",https://gunsbroker.ru/hunting/900763_steyr-mannlicher-scout.html,Москва
7,Хейм SR21 308 кал,290 000 руб.,"Вчера, в 13:40",https://gunsbroker.ru/hunting/899578_heym-st21.html,Москва
8,CZ 557 ECLIPSE 308Win,190 000 руб.,"Вчера, в 12:25",https://gunsbroker.ru/hunting/890914_cz-557-eclipse-308win.html,"Новосибирская область, Бердск"
9,"Сайга 308 -1 исп.61, 555",79 900 руб.,"Вчера, в 10:28",https://gunsbroker.ru/hunting/887871_sayga-308--1-isp61-555.html,Москва
10,"НОВИНКА ОТ МОЛОТ АРМЗ! Молот 308 L  500,600 ЛЮБЕРЕЦКИЙ АРСЕНАЛ",168 000 руб.,"Вчера, в 10:27",https://gunsbroker.ru/hunting/746142_molot-308-500-molot-308-02-600.html,Москва
11,Franchi horizon 308Win,170 000 руб.,"Вчера, в 08:49",https://gunsbroker.ru/hunting/820264_franchi-horizon-308win.html,"Иркутская область, Иркутск"
12,Remington 700,240 000 руб.,"Вчера, в 07:21",https://gunsbroker.ru/hunting/897066_remington-700.html,Москва
13,Merkel RX Helix,300 000 руб.,"16 Октября, в 22:05",https://gunsbroker.ru/hunting/886606_winchester-sx3-camo-vinchester-sx-3.html,Москва
14,Blaser R8 308 win.,1 200 000 руб.,"16 Октября, в 14:11",https://gunsbroker.ru/hunting/901075_blaser-r8-308-win.html,"Приморский край, Владивосток"
15,SAKO 85 Carbonlight,950 000 руб.,"16 Октября, в 10:44",https://gunsbroker.ru/hunting/893749_sako-85-carbonlight.html,Санкт-Петербург
16,"Карабин СОЮЗ ТМ -308 cal. 308 WIN, 16,5"" Ceracote Graphite Black с доп стволом 20""",849 900 руб.,"14 Октября, в 00:48",https://gunsbroker.ru/hunting/829986_karabin-stm-308-cal-308-win-165-ceracote-graphite-black-s-dop-stvolom-20.html,"Москва, Раменское"
17,Сайга 308 -1 исп.61 L-415  новый,72 500 руб.,"13 Октября, в 20:33",https://gunsbroker.ru/hunting/463525_sayga-308--1-isp61-l-415.html,Москва
18,Haenel Slb 2000+ в калибре 308 win.,195 000 руб.,"13 Октября, в 17:45",https://gunsbroker.ru/hunting/894693_haenel-slb-2000-v-kalibre-308-win.html,"Смоленская область, Смоленск"
19,"Вепрь-Супер-308WIN(7,62-51)",55 000 руб.,"13 Октября, в 12:23",https://gunsbroker.ru/hunting/841112_vepr-super-308win.html,"Ростовская область, Сальск"
20,Haenel Jaeger 10 308 WIN,202 000 руб.,"12 Октября, в 16:15",https://gunsbroker.ru/hunting/888865_haenel-jaeger-10-308-win.html,Санкт-Петербург
21,SAUER 100.,290 000 руб.,"11 Октября, в 14:55",https://gunsbroker.ru/hunting/872711_sauer-100.html,"Ростовская область, Дубовская"
22,Sauer 100 308 Win ClassicXT THR NS,379 900 руб.,"7 Октября, в 13:18",https://gunsbroker.ru/hunting/621971_sauer-100-308-win-classicxt-thr-ns.html,Москва
23,Доп. ствол к Blaser R8 калибр .308 Win бланк Proof Research Blaser Carbon,560 000 руб.,"6 Октября, в 19:22",https://gunsbroker.ru/hunting/782814_dop-stvol-k-blaser-r8-kalibr-308-win-soyuz-tm.html,"Москва, Раменское"
24,Тигр-308,90 000 руб.,"5 Октября, в 22:54",https://gunsbroker.ru/hunting/894743_tigr-308.html,"Тюменская область, Сургут"
25,ORSIS T5000 .308Win,950 000 руб.,"3 Октября, в 16:21",https://gunsbroker.ru/hunting/719719_orsis-t5000-308win.html,Москва
26,H-S Precision Pro-Series 2000,360 000 руб.,"Сегодня, в 08:39",https://gunsbroker.ru/hunting/544869_h-s-precision-pro-series-2000.html,"Хабаровский край, Хабаровск"
27,Вепрь 308,90 000 руб.,"Сегодня, в 08:34",https://gunsbroker.ru/hunting/891285_vepr-308.html,"Смоленская область, Смоленск"
28,Franchi Horizon,100 000 руб.,"Сегодня, в 08:21",https://gunsbroker.ru/hunting/869322_franchi-horizon.html,"Свердловская область, Асбест"
29,Карабин Blaser R93,600 000 руб.,"Сегодня, в 07:43",https://gunsbroker.ru/hunting/860744_karabin-blaser-r93.html,"Челябинская область, Челябинск"
30,Впо-114,95 000 руб.,"Сегодня, в 07:01",https://gunsbroker.ru/hunting/893734_vpo-114.html,"Владимирская область, Владимир"
31,Benelli argo e-pro 308,330 000 руб.,"Сегодня, в 05:00",https://gunsbroker.ru/hunting/895896_benelli-argo-e-pro-308.html,"Приморский край, Владивосток"
32,Сайга 308 исп. 46 короткая,40 000 руб.,"Сегодня, в 02:02",https://gunsbroker.ru/hunting/903032_sayga-308-isp-46-korotkaya.html,"Приморский край, Артем"
33,Карабин КО--98 Маузер,350 000 руб.,"Вчера, в 23:18",https://gunsbroker.ru/hunting/863355_karabin-ko--98-mauzer.html,"Краснодарский край, Краснодар"
34,Steyr Mannlicher Elite Tactical,850 000 руб.,"Вчера, в 22:46",https://gunsbroker.ru/hunting/843661_steyr-mannlicher-elite-tactical.html,"Москва, Зеленоград"
35,Вепрь 308win,90 000 руб.,"Вчера, в 20:41",https://gunsbroker.ru/hunting/863013_vepr-308win.html,"Калининградская область, Калининград"
36,Browning Bar II к.308win,250 000 руб.,"Вчера, в 19:48",https://gunsbroker.ru/hunting/902965_browning-bar-ii-k308win.html,"Краснодарский край, Новороссийск"
37,"Карабин Sabatti ST-18 калибр 308 Win, 11 твист.",270 000 руб.,"Вчера, в 18:39",https://gunsbroker.ru/hunting/902938_karabin-sabatti-st-18-kalibr-308-win-11-tvist.html,"Пермский край, Пермь"
38,Вепрь .308  новый.  Ни  одного  выстрела.  Оснащён тяжёлым пулемётным стволом. Доставка,277 000 руб.,"Вчера, в 17:40",https://gunsbroker.ru/hunting/544724_vepr-308-novyy-ni-odnogo-vystrela.html,Москва
39,"Карабин Сайга-308-1-61 308Win 7,62х51 L-415 пластик Калашников НОВОЕ",74 705 руб.,"Вчера, в 16:29",https://gunsbroker.ru/hunting/371062_karabin-sayga-308-1-61-308win-1stv-l-415-plastik-novoe.html,"Кемеровская область, Кемерово"
40,Merkel RX Helix 308win,299 980 руб.,"Вчера, в 16:29",https://gunsbroker.ru/hunting/886756_merkel-rx-helix-308win.html,"Новосибирская область, Новосибирск"
41,Вепрь сок95,90 000 руб.,"Вчера, в 16:18",https://gunsbroker.ru/hunting/902892_vepr-sok95.html,"Кемеровская область, Кемерово"
42,Cz 550,120 000 руб.,"Вчера, в 16:11",https://gunsbroker.ru/hunting/872003_cz.html,"Карачаево-Черкесская Республика, Черкесск"
43,Blaser R8 308 win,790 000 руб.,"Вчера, в 16:09",https://gunsbroker.ru/hunting/835718_blaser-r8-308-win-223-rem.html,"Санкт-Петербург, Санкт-Петербург"
44,Baikal 145 Лось; .308 Win; 550 мм; Орех; шаг нарезов 255,100 000 руб.,"Вчера, в 15:33",https://gunsbroker.ru/hunting/902878_baikal-145-los-308-win-550-mm-oreh-shag-narezov-255.html,"Республика Алтай, село Мыюта"
45,ATA Turqua PT,155 000 руб.,"Вчера, в 14:31",https://gunsbroker.ru/hunting/888921_ata-turqua-pt.html,Москва
46,Веперь 308,350 000 руб.,"Вчера, в 13:55",https://gunsbroker.ru/hunting/893020_veper-308.html,"Саратовская область, Саратов"
47,Карабин КК Сайга-308-1 (415) исп. 61,172 250 руб.,"Вчера, в 13:54",https://gunsbroker.ru/hunting/847110_karabin-kk-sayga-308-1-415-isp-61.html,"Москва, г. Мытищи, Новослободская ул., вл. 1, ст"
48,"Карабин Сайга-308-1-61 308Win 7,62х51 L-415 пластик Комиссия 871592552",72 999 руб.,"Вчера, в 13:52",https://gunsbroker.ru/hunting/902844_karabin-sayga-308-1-61-308win-762h51-l-415-plastik-komissiya-871592552.html,"Кемеровская область, Кемерово"
49,Вепрь-308 Супер,80 000 руб.,"Вчера, в 13:41",https://gunsbroker.ru/hunting/817881_vepr-308-super.html,"Приморский край, Владивосток"
50,Сайга 308,70 000 руб.,"Вчера, в 12:29",https://gunsbroker.ru/hunting/902806_sayga-308.html,"Ярославская область, Ярославль"
51,Карабин Browning Bar MK3,245 000 руб.,"Вчера, в 12:14",https://gunsbroker.ru/hunting/902801_karabin-browning-bar-mk3.html,Москва
52,Ata Arms 308Win Turqua Synthetic Black,80 000 руб.,"Вчера, в 12:06",https://gunsbroker.ru/hunting/893482_ata-arms-308win-turqua-synthetic-black.html,"Амурская область, Благовещенск"
53,Remington 750,110 000 руб.,"Вчера, в 10:50",https://gunsbroker.ru/hunting/849551_remington-750.html,"Ростовская область, Сальск"
54,Ружьё МР-18МН кал. 308 Win,25 000 руб.,"Вчера, в 10:39",https://gunsbroker.ru/hunting/851139_ruje-mr-18mn-kal-308-win.html,"Москва, Москва"
55,Лис 121,50 000 руб.,"Вчера, в 10:34",https://gunsbroker.ru/hunting/693817_lis-121.html,"Свердловская область, пгт Арти"
56,Орсис 120 в ложе от Т5000,250 000 руб.,"Вчера, в 09:57",https://gunsbroker.ru/hunting/781449_orsis-120-v-loje-ot-t5000.html,"Саратовская область, Саратов"
57,Sabatti Rover 870,105 000 руб.,"Вчера, в 09:00",https://gunsbroker.ru/hunting/895141_sabatti-rover-870.html,"Орловская область, Ливны"
58,Rossler titan16,330 000 руб.,"Вчера, в 08:50",https://gunsbroker.ru/hunting/902726_rossler-titan16.html,"Забайкальский край, Забайкальск"
59,Сайга 308 исп 61,175 000 руб.,"Вчера, в 08:10",https://gunsbroker.ru/hunting/902718_sayga-308-isp-61.html,Сахалинская область
60,"Лось 145 baikal 145 калибра 308 win 7,62x51",119 600 руб.,"Вчера, в 07:39",https://gunsbroker.ru/hunting/897852_los-145-baikal-145-kalibra-308-win-762x51.html,"Самарская область, Тольятти"
61,Карабин Вепрь 308 Win,100 000 руб.,"Вчера, в 07:20",https://gunsbroker.ru/hunting/902710_karabin-vepr-308-win.html,"Томская область, Шегарский район"
62,Лось145,105 000 руб.,"16 Октября, в 20:32",https://gunsbroker.ru/hunting/902625_los145.html,"Московская область, Волоколамск"
63,145 Лось,100 000 руб.,"16 Октября, в 19:54",https://gunsbroker.ru/hunting/902596_145-los.html,"Оренбургская область, Оренбург"
64,сайга 308-1 исп 61,80 000 руб.,"16 Октября, в 19:38",https://gunsbroker.ru/hunting/897779_sayga-308-1-isp-61.html,"Курганская область, Курган"
65,Снайперский комплекс Sako S20 с прицелом Kahles,999 000 руб.,"16 Октября, в 18:43",https://gunsbroker.ru/hunting/902567_snayperskiy-kompleks-sako-s20-s-pricelom-kahles.html,Санкт-Петербург
66,Sabatti Rover Custom 308,100 000 руб.,"16 Октября, в 16:43",https://gunsbroker.ru/hunting/294504_sabatti-rover-custom-308.html,"Томская область, Каргасок"
67,"Sabatti st18, 308win",400 000 руб.,"16 Октября, в 16:39",https://gunsbroker.ru/hunting/902526_sabatti-st18-308win.html,Москва
68,Вепрь- Хантер,95 000 руб.,"16 Октября, в 16:33",https://gunsbroker.ru/hunting/699681_vepr--hanter.html,"Калининградская область, Калининград"
69,Sabatti STR cal. 308 Win,270 000 руб.,"16 Октября, в 16:04",https://gunsbroker.ru/hunting/640054_sabatti-str-cal-308-win.html,"Амурская область, Шимановск"
70,Самозарядный карабин SURESHOT SPEAR 308 350мм,270 000 руб.,"16 Октября, в 15:08",https://gunsbroker.ru/hunting/802809_samozaryadnyy-karabin-sureshot-spear-308-350mm.html,Москва
71,HUGLU Ovis G2 Wooden.308 Win НОВОЕ,129 990 руб.,"16 Октября, в 14:44",https://gunsbroker.ru/hunting/875993_huglu-ovis-g2-wooden308-win-novoe.html,"Московская область, Реутов"
72,HUGLU Ovis G2 Synthetic Black.308 Win НОВОЕ,109 990 руб.,"16 Октября, в 14:44",https://gunsbroker.ru/hunting/875994_huglu-ovis-g2-synthetic-black308-win-novyy.html,"Московская область, Реутов"
73,HUGLU Ovis G2 Synthetic OD Green.308 Win НОВОЕ,113 990 руб.,"16 Октября, в 14:44",https://gunsbroker.ru/hunting/875996_huglu-ovis-g2-synthetic-od-green308-win-novoe.html,"Московская область, Реутов"
74,То3 122 / 308 Win,65 000 руб.,"16 Октября, в 14:32",https://gunsbroker.ru/hunting/897627_to3-122--308-win.html,"Калининградская область, Калининград"
75,Карабин КК Сайга-308-1 (415) исп. 61 (TUNING),250 000 руб.,"16 Октября, в 14:32",https://gunsbroker.ru/hunting/902488_karabin-kk-sayga-308-1-415-isp-61-tuning.html,"Владимирская область, г. Мытищи, Новослободская ул., вл. 1, ст"
76,Карабин Вепрь Бумсланг 308к,85 000 руб.,"16 Октября, в 13:22",https://gunsbroker.ru/hunting/890899_karabin-bumslang-308k.html,"Самарская область, Сызрань"
77,ATA Turqua PT 308,160 000 руб.,"16 Октября, в 13:07",https://gunsbroker.ru/hunting/902448_ata-turqua-pt-308.html,Москва
78,Arttech prima premium,215 000 руб.,"16 Октября, в 12:12",https://gunsbroker.ru/hunting/810217_arttech-prima-premium.html,"Москва, Красноармейск"
79,Сайга 308-1 исп 61,64 800 руб.,"16 Октября, в 11:59",https://gunsbroker.ru/hunting/892715_sayga-308-1-isp-61.html,"Омская область, Омск"
80,ATA ARMS Turqua gen2 Adjustable,140 000 руб.,"16 Октября, в 10:35",https://gunsbroker.ru/hunting/893597_ata-arms-turqua-gen2-adjustable.html,Санкт-Петербург
81,Для Blaser R93 магазин 375HH/8x68/9.3х64,15 000 руб.,"16 Октября, в 09:28",https://gunsbroker.ru/hunting/749447_blaser-r93-243win-30-06-9362-lichina-st-magaziny.html,Санкт-Петербург
82,Sako 90 Quest Carbon/Sako 90 Peak Carbon,800 000 руб.,"16 Октября, в 08:48",https://gunsbroker.ru/hunting/874178_sako-90-quest-carbon-fluted-thr-620.html,Москва
83,CZ 550 калибр 308,180 000 руб.,"16 Октября, в 08:47",https://gunsbroker.ru/hunting/902358_cz-550-kalibr-308.html,"Приморский край, Уссурийск"
84,Tikka T3x CTR к.308 Ствол 610,500 000 руб.,"16 Октября, в 07:40",https://gunsbroker.ru/hunting/800298_tikka-t3x-ctr-k308-stvol-610.html,"Свердловская область, Екатеринбург"
85,"Карабин - Лось 145, 308 win",155 000 руб.,"16 Октября, в 06:54",https://gunsbroker.ru/hunting/902342_karabin---los-145-308-win.html,"ХМАО - Югра, Нижневартовск"
86,"DESER-TECH 338,308,6.5 Kreedmor",3 000 руб.,"16 Октября, в 06:32",https://gunsbroker.ru/hunting/902338_deser-tech-33830865-kreedmor.html,"Челябинская область, Челябинск"
87,Savage axis,70 000 руб.,"16 Октября, в 01:26",https://gunsbroker.ru/hunting/775705_savage-axis.html,"Краснодарский край, Анапа"
88,ORSIS SE-S к. 308WIN,475 000 руб.,"15 Октября, в 22:15",https://gunsbroker.ru/hunting/884633_orsis-se-s-k-308win.html,"Кемеровская область, Кемерово"
89,"Курбатов R-710, 510, 308win.",280 000 руб.,"15 Октября, в 21:49",https://gunsbroker.ru/hunting/902296_kurbatov-r-710-510-308win.html,"Краснодарский край, Краснодар"
90,H&K 417,800 000 руб.,"15 Октября, в 21:19",https://gunsbroker.ru/hunting/902281_hk-417.html,Москва
91,CZ-550 308win,135 000 руб.,"15 Октября, в 20:50",https://gunsbroker.ru/hunting/902269_cz-550-308win.html,"Краснодарский край, Туапсе"
92,"Карабин Sauer-202 classic, зауэр-202 классик, зауер 202, калибр 308 win, прицел (оптика) загонник leupold (люпольд) vx-6",600 000 руб.,"15 Октября, в 20:43",https://gunsbroker.ru/hunting/242930_sauer-202-classic-kalibr-308-win.html,"Омская область, Омск"
93,Вепрь 308,75 000 руб.,"15 Октября, в 18:46",https://gunsbroker.ru/hunting/902230_vepr-308.html,"Московская область, Коломна"
94,Browning Bar MK3 308 WIN,450 000 руб.,"15 Октября, в 17:03",https://gunsbroker.ru/hunting/902208_browning-bar-mk3-308-win.html,"Воронежская область, Воронеж"
95,CZ 550 FS Lux 308 Win,130 000 руб.,"15 Октября, в 16:52",https://gunsbroker.ru/hunting/848212_cz-550-fs-lux-308-win.html,"Курганская область, Село Частоозерье"
96,ATA ARMS TURQUA SYNTHETIC BLACK 308 WIN,144 990 руб.,"15 Октября, в 16:05",https://gunsbroker.ru/hunting/776570_ata-arms-turqua-synthetic-black-308-win.html,Воронежская область
97,Тигр - 308 исп. 02 - Advanced,184 590 руб.,"15 Октября, в 16:03",https://gunsbroker.ru/hunting/885267_tigr---308-isp-02---advanced.html,"Санкт-Петербург, Санкт-Петербург"
98,"Blaser R8 k.308Win доп.ствол k.300WinMag, 22LR Pr.Ultimate Adjustable Abs WS L-580/L-650/L-580",2 850 000 руб.,"15 Октября, в 15:23",https://gunsbroker.ru/hunting/730188_blaser-r8-k308win-dopstvol-k300winmag-22lr-prultimate-adjustable-abs-ws-l-580l-650l-580.html,"Красноярский край, Красноярск"
99,Сок-95,100 000 руб.,"15 Октября, в 13:54",https://gunsbroker.ru/hunting/897174_sok-95.html,"Нижегородская область, Нижний Новгород"
100,Blaser R 93,550 000 руб.,"15 Октября, в 13:42",https://gunsbroker.ru/hunting/883293_blaser-r-93.html,"Белгородская область, Белгород"
101,Merkel SR1 Basic,399 990 руб.,"15 Октября, в 13:12",https://gunsbroker.ru/hunting/897052_merkel-sr1-basic.html,"Мурманская область, г. Мурманск"
102,Вепрь СОК-95 308,70 000 руб.,"15 Октября, в 11:26",https://gunsbroker.ru/hunting/902106_vepr-sok-95-308.html,"Республика Калмыкия, Элиста"
103,Карабин 145 Лось 308 Win плюс ДТК БРТ,110 000 руб.,"15 Октября, в 11:19",https://gunsbroker.ru/hunting/902096_karabin-145-los-308-win.html,"Республика Калмыкия, Элиста"
104,Бенели арго 308,250 000 руб.,"15 Октября, в 11:00",https://gunsbroker.ru/hunting/902087_beneli-argo-308.html,"Иркутская область, Братск"
105,"Карабин МР-18МН .308 (7,62х51)",23 456 руб.,"15 Октября, в 10:43",https://gunsbroker.ru/hunting/733785_karabin-mr-18mn-308-762h51.html,Москва
106,Продам  AMP DSR-1 Police,2 500 000 руб.,"15 Октября, в 10:04",https://gunsbroker.ru/hunting/877972_amp-dsr-1-police.html,"Хабаровский край, Биробиджан."
107,ORSIS T 5000,980 000 руб.,"15 Октября, в 09:18",https://gunsbroker.ru/hunting/855422_orsis-t-5000.html,"Краснодарский край, Краснодар"
108,Саббати сапфир,120 000 руб.,"15 Октября, в 09:17",https://gunsbroker.ru/hunting/843464_sabbati-sapfir.html,"Приморский край, с. Хороль"
109,ORSIS 140 калибр 308 win,160 000 руб.,"15 Октября, в 08:44",https://gunsbroker.ru/hunting/902038_orsis-140-kalibr-308-win.html,"Пермский край, Пермь"
110,"145 Лось 308 Win новый в наличии ""Люберецкий Арсенал""",115 900 руб.,"15 Октября, в 08:35",https://gunsbroker.ru/hunting/605238_145-los-308-win-hrom.html,Москва
111,Sako 85 S VARMINT  308 win,390 000 руб.,"15 Октября, в 08:35",https://gunsbroker.ru/hunting/805421_sako-85-s-varmint-308-win.html,"Калининградская область, Калининград"
112,МР-121 Лис,50 000 руб.,"15 Октября, в 08:12",https://gunsbroker.ru/hunting/818808_mr-121-lis.html,"Брянская область, Брянск"
113,Browning BAR II Safari 308 win (Браунинг Бар 2),265 000 руб.,"15 Октября, в 07:55",https://gunsbroker.ru/hunting/811938_browning-bar-ii-safari-308-win.html,"Смоленская область, Смоленск"
114,Лось 7-1,75 000 руб.,"15 Октября, в 06:59",https://gunsbroker.ru/hunting/902020_los-7-1.html,"Амурская область, Магдагачи"
115,Remington 700 Taktical  308 win,170 000 руб.,"15 Октября, в 06:20",https://gunsbroker.ru/hunting/892714_remington-700-taktical-308-win.html,"Челябинская область, Магнитогорск"
116,Лось 7,72 000 руб.,"15 Октября, в 05:57",https://gunsbroker.ru/hunting/902017_los-7.html,"Алтайский край, Барнаул"
117,Tikka t3x super lite (длина ствола 508 мм) тикка,300 000 руб.,"15 Октября, в 05:50",https://gunsbroker.ru/hunting/530552_tikka-tikka-lite.html,Москва
118,"Вепрь 308 (7,62*51)",100 000 руб.,"15 Октября, в 04:02",https://gunsbroker.ru/hunting/875703_vepr-308-76251.html,"Красноярский край, Богучаны"
119,Franchi horizon,250 000 руб.,"15 Октября, в 03:25",https://gunsbroker.ru/hunting/902007_franchi-horizon.html,"Алтайский край, Барнаул"
120,Вепрь 308 Супер,40 000 руб.,"15 Октября, в 02:53",https://gunsbroker.ru/hunting/341335_vepr-308-super.html,"Архангельская область, Котлас"
121,САЙГА-308-1 ИСП.61 кал. 308 win. L-415 ми,72 900 руб.,"14 Октября, в 22:11",https://gunsbroker.ru/hunting/736481_sayga-308-1-isp61-kal-308-win-l-415-mi.html,"Москва, Серпухов"
122,Карабин Arttech Prima 308 калибр,100 000 руб.,"14 Октября, в 22:08",https://gunsbroker.ru/hunting/901961_karabin-arttech-prima-308-kalibr.html,"Владимирская область, Муром"
123,Сайга 308-1-46  кал. 7.62×51,85 000 руб.,"14 Октября, в 20:21",https://gunsbroker.ru/hunting/897912_sayga-308-1-46.html,"Псковская область, Псков"
124,Вепрь 308 (СОК 95),80 000 руб.,"14 Октября, в 19:59",https://gunsbroker.ru/hunting/901906_vepr-308-sok-95.html,"Кировская  область, Киров"
125,1.Тигр.2.СКС.3.Тикка,80 000 руб.,"14 Октября, в 19:57",https://gunsbroker.ru/hunting/666774_tigr.html,"Свердловская область, Талица"
126,Карабин Вепрь-308.СОК-95С,55 000 руб.,"14 Октября, в 19:47",https://gunsbroker.ru/hunting/901902_karabin-vepr-308sok-95s.html,"Краснодарский край, Геленджик"
127,Вепрь -308 Супер СОК-95М ПС + ночной прицел PULSAR,105 000 руб.,"14 Октября, в 19:23",https://gunsbroker.ru/hunting/818554_vepr--308-super-sok-95m-ps--nochnoy-pricel-pulsar.html,Санкт-Петербург
128,Mossberg 100 ATR к.308 Win,60 000 руб.,"14 Октября, в 19:22",https://gunsbroker.ru/hunting/749096_mossberg-100-atr-k308-win.html,"Алтайский край, Троицкое"
129,Zastava 308win,200 000 руб.,"14 Октября, в 18:54",https://gunsbroker.ru/hunting/901871_zastava-308win.html,Москва
130,Heckler &Koch MR -308,810 000 руб.,"14 Октября, в 18:53",https://gunsbroker.ru/hunting/851650_heckler-koch-mr--308.html,"Московская область, Подольск"
131,Haenel CR308 308Win,950 000 руб.,"14 Октября, в 18:45",https://gunsbroker.ru/hunting/901866_haenel-cr308-308win.html,Москва
132,Blaser R8 308,1 000 000 руб.,"14 Октября, в 18:21",https://gunsbroker.ru/hunting/901861_blaser-r8-308.html,"Краснодарский край, Сочи"
133,Mossberg 100 ATR,75 000 руб.,"14 Октября, в 18:03",https://gunsbroker.ru/hunting/784383_mossberg-100-atr.html,"Республика Карелия, Петрозаводск"
134,Приклад карабина Блейзер р93,100 000 руб.,"14 Октября, в 17:55",https://gunsbroker.ru/hunting/864660_priklad-karabina-bleyzer-r93.html,Москва
135,Тигр 308,115 000 руб.,"14 Октября, в 17:49",https://gunsbroker.ru/hunting/893285_tigr-308.html,"Оренбургская область, Оренбуг"
136,Сайга 308 исполнение 06,65 000 руб.,"14 Октября, в 17:13",https://gunsbroker.ru/hunting/834799_sayga-308-ispolnenie-06.html,"Рязанская область, Рязань"
137,"Карабин ATA ARMS Turqua Synthetic Black (ложа черный пластик), 308Win",120 000 руб.,"14 Октября, в 16:50",https://gunsbroker.ru/hunting/818178_karabin-ata-arms-turqua-synthetic-black-loja-chernyy-plastik-308win.html,"Волгоградская область, Волжский"
138,Remington 770,105 000 руб.,"14 Октября, в 16:21",https://gunsbroker.ru/hunting/890056_remington-770.html,"Ростовская область, Ростов-на-дону"
139,"Курбатор R710(308Win), ДТК MG-ультра, оптический прицел никон монарх 7",260 000 руб.,"14 Октября, в 16:15",https://gunsbroker.ru/hunting/874684_kurbator-r710308win-dtk-mg-ultra-opticheskiy-pricel-nikon-monarh-7.html,"Иркутская область, Нижнеудинск"
140,Продам Sabatti Rover 870 Battue,80 000 руб.,"14 Октября, в 14:45",https://gunsbroker.ru/hunting/901793_prodam-sabatti-rover-870-battue.html,"Вологодская область, Вологда"
141,ATA ARMS TURQUA   308 WIN,115 000 руб.,"14 Октября, в 14:22",https://gunsbroker.ru/hunting/901786_ata-arms-turqua-308-win.html,"Самарская область, Самара"
142,Blaser R8 Proffisional ложе спуск затвор,350 000 руб.,"14 Октября, в 13:47",https://gunsbroker.ru/hunting/560659_blaser-r93-komplekt-loje-prof-zatvor-lichina-magazin.html,Москва
143,Чезет 550 люкс,100 000 руб.,"14 Октября, в 13:33",https://gunsbroker.ru/hunting/901765_chezet-550-lyuks.html,"Республика Карелия, Муезерский"
144,BLASER R8 калибр 308 WIN,999 000 руб.,"14 Октября, в 12:40",https://gunsbroker.ru/hunting/763412_blaser-r8-kalibr-308-win.html,"Свердловская область, Екатеринбург"
145,ATA ARMS TURQUA,115 000 руб.,"14 Октября, в 12:32",https://gunsbroker.ru/hunting/889233_ata-arms-turqua.html,"Воронежская область, Лиски"
146,WEATHERBY VANGARD TACTICAL RESPONCE 308 Win,200 000 руб.,"14 Октября, в 11:36",https://gunsbroker.ru/hunting/833162_weatherby-vangard-tactical-responce-308-win.html,Москва
147,Сайга 308-1,45 000 руб.,"14 Октября, в 11:14",https://gunsbroker.ru/hunting/901703_sayga-308-1.html,"Ростовская область, Ростов на Дону"
148,Сайга-308-1 исп 61.,75 000 руб.,"14 Октября, в 11:14",https://gunsbroker.ru/hunting/901702_sayga-308-1-isp-61.html,"Самарская область, Самара, Самарская область"
149,ВПО-114 308 Win,100 000 руб.,"14 Октября, в 11:12",https://gunsbroker.ru/hunting/901701_vpo-114-308-win.html,"Новосибирская область, Новосибирск"
150,карабин Вепрь 308 win,85 000 руб.,"14 Октября, в 10:55",https://gunsbroker.ru/hunting/897005_karabin-vepr-308-win.html,Москва
151,Браунинг бар 2 к308 с прицелом,190 000 руб.,"14 Октября, в 10:52",https://gunsbroker.ru/hunting/901694_brauning-bar-2-k308-s-pricelom.html,"Вологодская область, Вологда"
152,Тi ККА    ТЗ   ЛАЙТ  С  ПЛАНКОЙ   БАТТЮ   308 КАЛИБР,300 000 руб.,"14 Октября, в 09:04",https://gunsbroker.ru/hunting/447100_ti-kka-tz-layt-s-plankoy-battyu-308-kalibr.html,"Мурманская область, Мурманск"
153,Веперь 308,90 000 руб.,"14 Октября, в 07:28",https://gunsbroker.ru/hunting/876718_veper-308.html,"Забайкальский край, Чита"
154,Huglu OVIS 2.0,90 000 руб.,"14 Октября, в 06:53",https://gunsbroker.ru/hunting/901630_huglu-ovis-20.html,Москва
155,Карабин Browning X-Bolt Long Range GRS 308Win НОВЫЙ ОГРОМНЫЙ КОМПЛЕКТ,699 000 руб.,"13 Октября, в 22:51",https://gunsbroker.ru/hunting/545189_karabin-browning-x-bolt-long-range-grs-308win.html,Санкт-Петербург
156,Лис МР-121 308win,33 000 руб.,"13 Октября, в 22:33",https://gunsbroker.ru/hunting/880213_lis-mr-121-308win.html,Москва
