position,title,price,date,link,location
708,CZ557,165 000 руб.,"1 Сентября, в 16:54",https://gunsbroker.ru/hunting/821488_cz557.html,"Ярославская область, Ярославль"
709,Карабин Baikal (Байкал) 145 Лось кал. .308 Win,120 000 руб.,"1 Сентября, в 16:44",https://gunsbroker.ru/hunting/865653_karabin-baikal-baykal-145-los-kal-308-win.html,Москва
710,Продам CZ 557 Lux LH 308 новый,240 000 руб.,"1 Сентября, в 08:58",https://gunsbroker.ru/hunting/566517_prodam-cz-557-lux-lh-308-novyy.html,"Белгородская область, Белгород"
711,Вепрь сок 95,160 000 руб.,"1 Сентября, в 05:56",https://gunsbroker.ru/hunting/819312_vepr-sok-95.html,"Ярославская область, Ярославль"
712,Сайга 308-1 исп 47,65 000 руб.,"31 Августа, в 21:35",https://gunsbroker.ru/hunting/888970_sayga-308-1-isp-47.html,"Кировская  область, Слободской"
713,Pietta Chronos,85 000 руб.,"31 Августа, в 15:18",https://gunsbroker.ru/hunting/702238_pietta-chronos.html,"Еврейская автономная область, Биробиджан"
714,LOBAEV (Лобаев) DVL-10  urbana 308 win,350 000 руб.,"30 Августа, в 10:56",https://gunsbroker.ru/hunting/888575_lobaev-lobaev-dvl-10-urbana-308-win.html,"ХМАО - Югра, Сургут"
715,Benelli Argo E.,220 000 руб.,"30 Августа, в 10:45",https://gunsbroker.ru/hunting/838712_benelli-argo-e.html,"Калужская область, Таруса"
716,Сайга 308,55 000 руб.,"30 Августа, в 10:44",https://gunsbroker.ru/hunting/863081_sayga-308.html,"Приморский край, Уссурийск"
717,CZ550,150 000 руб.,"30 Августа, в 07:18",https://gunsbroker.ru/hunting/866732_cz550.html,"Свердловская область, Арамиль"
718,Лось 10   Байкал 145,95 000 руб.,"29 Августа, в 20:14",https://gunsbroker.ru/hunting/888465_los-10-baykal-145.html,"Краснодарский край, Анапа"
719,Вепрь -308,60 000 руб.,"29 Августа, в 15:52",https://gunsbroker.ru/hunting/877836_vepr--308.html,"Свердловская область, Туринская Слобода"
720,HUGLU OVIS G2 SINTHETIC BLACK калибр 308Win +7495-175-75-75,113 900 руб.,"29 Августа, в 14:55",https://gunsbroker.ru/hunting/833145_huglu-ovis-g2-sinthetic-black-kalibr-308win-novyy.html,"Москва, Раменское"
721,121 Лис кал.308 Win (Новый),41 900 руб.,"29 Августа, в 14:49",https://gunsbroker.ru/hunting/797197_121-lis-kal308-win-novyy.html,"Москва, Раменское"
722,Вепрь 308 WIN,85 000 руб.,"29 Августа, в 14:17",https://gunsbroker.ru/hunting/888381_vepr-308-win.html,"Ульяновская область, Ульяновск"
723,Тикка Т 3 308 win варминт,550 000 руб.,"29 Августа, в 13:10",https://gunsbroker.ru/hunting/886681_tikka-t-3-308-win-varmint.html,"Калининградская область, Советск"
724,Beretta BRX1,399 000 руб.,"29 Августа, в 11:20",https://gunsbroker.ru/hunting/698278_beretta-brx1.html,"Республика Бурятия, Улан-Удэ"
725,Beretta BRX1,399 000 руб.,"29 Августа, в 11:19",https://gunsbroker.ru/hunting/698691_beretta-brx1.html,"Республика Бурятия, Улан-Удэ"
726,Бинелли Арго-Е 308,280 000 руб.,"29 Августа, в 05:02",https://gunsbroker.ru/hunting/119307_binelli-argo-e-308.html,"Омская область, Омск"
727,Орсис 120,600 000 руб.,"29 Августа, в 04:54",https://gunsbroker.ru/hunting/888232_orsis-120.html,"Амурская область, Циолковский"
728,Вепрь-308 СОК-95,120 000 руб.,"28 Августа, в 22:42",https://gunsbroker.ru/hunting/865666_vepr-308-sok-95.html,"Красноярский край, Норильск"
729,"ATA ARMS Turqua Synthetic Black, кал..308Win",125 000 руб.,"28 Августа, в 18:38",https://gunsbroker.ru/hunting/888161_ata-arms-turqua-synthetic-black-kal308win.html,"Тюменская область, Тюмень"
730,Нарезной карабин Sobatti Rover 308 win с прицелом Pulsar c 50,200 000 руб.,"28 Августа, в 16:54",https://gunsbroker.ru/hunting/804011_nareznoy-karabin-sobatti-rover-308-win-s-pricelom-pulsar-c-50.html,"Ярославская область, Ярославль"
731,Blaser R8 Professional 308Win,900 000 руб.,"28 Августа, в 15:59",https://gunsbroker.ru/hunting/831921_blaser-r8-professional-308win.html,"Иркутская область, Иркутск"
732,Мр18 мн 308 win,15 000 руб.,"28 Августа, в 11:20",https://gunsbroker.ru/hunting/595992_mr18-mne-308-win.html,"Карачаево-Черкесская Республика, Усть-Джегута"
733,Radian Raptor SD AR10,15 000 руб.,"28 Августа, в 07:04",https://gunsbroker.ru/hunting/642101_radian-raptor-sd-ar10.html,Москва
734,Вепрь 308,190 000 руб.,"27 Августа, в 16:49",https://gunsbroker.ru/hunting/887848_vepr-308.html,"Ставропольский край, Георгиевск"
735,Лось-7-1,80 000 руб.,"27 Августа, в 16:12",https://gunsbroker.ru/hunting/887837_los-7-1.html,"Санкт-Петербург, Петергоф"
736,Лось 7-1,85 000 руб.,"27 Августа, в 15:25",https://gunsbroker.ru/hunting/887818_los-7-1.html,"Тульская область, Тула"
737,Сайга 308 исполнение 61,240 000 руб.,"26 Августа, в 23:01",https://gunsbroker.ru/hunting/818292_sayga-308-ispolnenie-61.html,Ростовская область
738,"КОМИССИЯ Нарезное оружие Вепрь-308 кал.7,62х51 серия ТТ №2018 +прицел",55 000 руб.,"26 Августа, в 17:08",https://gunsbroker.ru/hunting/836186_komissiya-nareznoe-orujie-vepr-308-kal762h51-seriya-tt-2018-pricel.html,Москва
739,ВЕПРЬ 308,50 000 руб.,"26 Августа, в 16:29",https://gunsbroker.ru/hunting/784103_vepr-308.html,"Забайкальский край, Краснокаменск"
740,Mannlicher Pro Hunter Sport FS,550 000 руб.,"26 Августа, в 14:35",https://gunsbroker.ru/hunting/846809_mannlicher-pro-hunter-sport-fs.html,Москва
741,Cz550,110 000 руб.,"25 Августа, в 21:00",https://gunsbroker.ru/hunting/870341_cz550.html,"Брянская область, Унеча"
742,МЦ 126-1,920 000 руб.,"25 Августа, в 15:24",https://gunsbroker.ru/hunting/887209_mc-126-1.html,Москва
743,"Самозарядный карабин Ruger SFAR, кал..308 Win.",680 000 руб.,"25 Августа, в 12:58",https://gunsbroker.ru/hunting/887159_samozaryadnyy-karabin-ruger-sfar-kal308-win.html,москва
744,Вепрь,65 000 руб.,"24 Августа, в 21:25",https://gunsbroker.ru/hunting/887028_vepr.html,"Курская область, Курчатов"
745,145 Лось,110 000 руб.,"24 Августа, в 07:41",https://gunsbroker.ru/hunting/867163_145-los.html,"Мурманская область, Кандалакша"
746,Сайга 308-1,80 000 руб.,"23 Августа, в 22:09",https://gunsbroker.ru/hunting/779031_sayga-308-1.html,"Краснодарский край, Краснодар"
747,ТОЗ 122,70 000 руб.,"23 Августа, в 18:54",https://gunsbroker.ru/hunting/886773_toz-122.html,Рязанская область
748,308 Win Franchi Horizon,110 000 руб.,"23 Августа, в 13:03",https://gunsbroker.ru/hunting/886688_308-win-franchi-horizon.html,"Московская область, Солнечногорск"
749,Rossi 608,25 000 руб.,"23 Августа, в 09:32",https://gunsbroker.ru/hunting/886623_rossi-608.html,"Ивановская область, Иваново"
750,Mannlicher sbs96,235 000 руб.,"22 Августа, в 23:07",https://gunsbroker.ru/hunting/837448_mannlicher-sbs96.html,"Москва, ВАО"
751,"Вепрь супер 308 win308 калибр 7,62/51",50 000 руб.,"22 Августа, в 12:22",https://gunsbroker.ru/hunting/882236_vepr-super-308-win308-kalibr-76251.html,"Иркутская область, Иркутск"
752,Вепрь-308 Супер,60 000 руб.,"22 Августа, в 06:53",https://gunsbroker.ru/hunting/840252_vepr-308-super.html,"Ненецкий автономный округ, Нарьян-Мар"
753,Cz-550 lux 308win,100 000 руб.,"21 Августа, в 16:12",https://gunsbroker.ru/hunting/794289_cz-550-lux-308win.html,"Республика Коми, Воркута"
754,Browning Bar MK3 308 ЛЕВША,460 000 руб.,"21 Августа, в 15:19",https://gunsbroker.ru/hunting/886257_browning-bar-mk3-308-levsha.html,"Воронежская область, Воронеж"
755,Roessler titan 6 308win ЛЕВША,220 000 руб.,"21 Августа, в 15:13",https://gunsbroker.ru/hunting/886256_roessler-titan-6-308win-levsha.html,"Воронежская область, Воронеж"
756,Beretta BRX1 к.308Win НОВАЯ!,440 000 руб.,"21 Августа, в 12:32",https://gunsbroker.ru/hunting/866680_beretta-brx1-k308win-novaya.html,"Воронежская область, Воронеж"
757,Tikka T 3 lait 308,300 000 руб.,"21 Августа, в 12:12",https://gunsbroker.ru/hunting/651531_tikka-t-3-lait-308.html,"Республика Саха (Якутия), Нерюнгри"
758,Мр 121 Лис 308win,30 000 руб.,"21 Августа, в 11:43",https://gunsbroker.ru/hunting/866026_mr-121-lis.html,"Костромская область, Кострома"
759,ACCURACY International England,999 999 руб.,"21 Августа, в 11:23",https://gunsbroker.ru/hunting/729563_accuracy-international-england.html,"Московская область, Химки"
760,TIKKA T3,300 000 руб.,"21 Августа, в 11:05",https://gunsbroker.ru/hunting/886126_tikka-t3.html,"Иркутская область, Иркутск"
761,"Sabatti ROVER CUSTOM, кал. 308 Win, (L=630 мм)",150 000 руб.,"21 Августа, в 04:02",https://gunsbroker.ru/hunting/849251_sabatti-rover-custom-kal-308-win-l630-mm.html,"Красноярский край, Канск"
762,mauser m12 extreme 308 win 2015,410 000 руб.,"20 Августа, в 22:31",https://gunsbroker.ru/hunting/724723_mauser-m12-extreme-308-win-2015.html,"Краснодарский край, Сочи"
763,Cz 557 lux 308 win,165 000 руб.,"20 Августа, в 21:53",https://gunsbroker.ru/hunting/886026_cz-557-lux-308-win.html,"Краснодарский край, Мостовский район"
764,Карабин Hatsan Escort ERX 308Win L510,102 990 руб.,"20 Августа, в 14:24",https://gunsbroker.ru/hunting/885895_karabin-hatsan-escort-erx-308win-l510.html,"Воронежская область, Воронеж"
765,Browning BAR Match 308 Win,200 000 руб.,"20 Августа, в 12:18",https://gunsbroker.ru/hunting/885856_browning-bar-match-308-win.html,"Приморский край, Владивосток"
766,SAKO A7 308win,500 000 руб.,"20 Августа, в 08:28",https://gunsbroker.ru/hunting/885794_sako-a7-308win.html,"Свердловская область, Сысерть"
767,CZ550 Predator,180 000 руб.,"19 Августа, в 12:21",https://gunsbroker.ru/hunting/861986_cz550-predator.html,Москва
768,Карабин Huglu Ovis G2 308Win Wooden L510,135 990 руб.,"19 Августа, в 12:09",https://gunsbroker.ru/hunting/864098_karabin-huglu-ovis-g2-308win-wooden-l510.html,"Воронежская область, Воронеж"
769,Карабин Carbon Steyr Arms 6.5 creedmoor,900 000 руб.,"19 Августа, в 09:22",https://gunsbroker.ru/hunting/857989_karabin-carbon-steyr-arms-65-creedmoor.html,Москва
770,CZ-550,125 000 руб.,"18 Августа, в 17:55",https://gunsbroker.ru/hunting/885376_cz-550.html,"Воронежская область, Воронеж"
771,"Сайга 308-1 исп.61, 415 дл.ствола",89 000 руб.,"18 Августа, в 17:37",https://gunsbroker.ru/hunting/853320_sayga-308-1-isp61-415-dlstvola.html,"Республика Мордовия, Саранск"
772,Ар 15,200 000 руб.,"18 Августа, в 07:40",https://gunsbroker.ru/hunting/852039_ar-15.html,"Иркутская область, Иркутск"
773,Сайга 308-1,60 000 руб.,"17 Августа, в 21:36",https://gunsbroker.ru/hunting/515016_sayga-308-1.html,"Кировская  область, Слободской"
774,Тоз122 11,50 000 руб.,"17 Августа, в 19:44",https://gunsbroker.ru/hunting/885115_toz122-11.html,"Псковская область, Остров"
775,"ЛОСЬ 145 пластик,  криптек.",156 245 руб.,"17 Августа, в 09:02",https://gunsbroker.ru/hunting/781969_los-145-plastik-kriptek-kuch-menee-20mm.html,Москва
776,Лис 121,30 000 руб.,"15 Августа, в 14:55",https://gunsbroker.ru/hunting/804488_lis-121.html,"Хабаровский край, Хабаровск"
777,MERKEL-SR-1,450 000 руб.,"15 Августа, в 14:21",https://gunsbroker.ru/hunting/860752_merkel-sr-1.html,"Владимирская область, муром"
778,Cz 550 308win,120 000 руб.,"15 Августа, в 11:43",https://gunsbroker.ru/hunting/884564_cz-550-308win.html,"Пензенская область, Кузнецк"
779,Sabatti sapphire 308win,110 000 руб.,"14 Августа, в 23:20",https://gunsbroker.ru/hunting/882895_sabatti-sapphire-308win.html,"Тульская область, Узловая"
780,CZ 550 кал. 307win,115 000 руб.,"14 Августа, в 22:21",https://gunsbroker.ru/hunting/884456_cz-550-kal-307win.html,"Орловская область, Орел"
781,CZ 550 LUX,280 000 руб.,"14 Августа, в 18:00",https://gunsbroker.ru/hunting/884402_cz-550-lux.html,"Калининградская область, Светлогорск"
782,Карабин Сайга 308 Тактика,120 000 руб.,"14 Августа, в 16:35",https://gunsbroker.ru/hunting/884380_karabin-sayga-308-taktika.html,"Ставропольский край, Невинномысск"
783,Вепрь-Суппер 308win,50 000 руб.,"14 Августа, в 10:21",https://gunsbroker.ru/hunting/884264_vepr-supper-308win.html,"Калининградская область, Калининград"
784,Sabatti Saphire 308win,160 000 руб.,"14 Августа, в 09:43",https://gunsbroker.ru/hunting/884250_sabatti-saphire-308win.html,"Калининградская область, Калининград"
785,Продаю Карабин Remington,85 000 руб.,"14 Августа, в 04:32",https://gunsbroker.ru/hunting/884212_prodayu-karabin-remington.html,"Приморский край, Пограничный"
786,Tikka T3 Lite Camo Steinles,480 000 руб.,"14 Августа, в 04:22",https://gunsbroker.ru/hunting/804386_tikka-t3-lite-camo-steinles.html,"Республика Хакасия, Абакан"
787,Remington 700 VLS в AI ложе,250 000 руб.,"13 Августа, в 09:58",https://gunsbroker.ru/hunting/861025_remington-700-vls-v-ai-loje.html,"Ставропольский край, Ставрополь"
788,Benelli Argo E,310 000 руб.,"12 Августа, в 20:44",https://gunsbroker.ru/hunting/820897_benelli-argo-e.html,"Волгоградская область, Камышин"
789,ВЕПРЬ 308,60 000 руб.,"12 Августа, в 19:59",https://gunsbroker.ru/hunting/373660_vepr-308.html,"Калужская область, село Перемышль"
790,"Sabatti ROVER 870 THUMBHOLE, кал. 30-06 Sprg, платсик черный, 610 мм (Новый)",104 900 руб.,"12 Августа, в 13:11",https://gunsbroker.ru/hunting/796750_sabatti-rover-870-thumbhole-kal-30-06-sprg-platsik-chernyy-610-mm-novyy.html,"Москва, Рамекнское"
791,Сайга 308-1,130 000 руб.,"11 Августа, в 21:27",https://gunsbroker.ru/hunting/848561_sayga-308-1.html,"Ростовская область, Ростов на Дону"
792,CZ 557 LUX 308 WIN,250 000 руб.,"11 Августа, в 21:12",https://gunsbroker.ru/hunting/883592_cz-557-lux-308-win.html,"Кировская  область, Киров"
793,Карабин Ata Arms 308Win Turqua Synthetic Red пластик,150 000 руб.,"11 Августа, в 18:39",https://gunsbroker.ru/hunting/883547_karabin-ata-arms-308win-turqua-synthetic-red-plastik.html,"Московская область, Наро-Фоминск"
794,"""Антонио Золи"" ТАЙГА",190 000 руб.,"11 Августа, в 16:29",https://gunsbroker.ru/hunting/883503_antonio-zoli-tayga.html,"Республика Татарстан, Зеленодольск"
795,МР -121 Лис калибр 308 WIN,65 000 руб.,"11 Августа, в 09:58",https://gunsbroker.ru/hunting/883376_mr--121-lis-kalibr-308-win.html,"Волгоградская область, Новоаннинский"
796,Супер- вепрь,45 000 руб.,"10 Августа, в 18:23",https://gunsbroker.ru/hunting/883283_super--vepr.html,"Курганская область, Курган"
797,Продам карабин  CZ-557 synthetic black edition 308 win,120 000 руб.,"10 Августа, в 16:10",https://gunsbroker.ru/hunting/846524_prodam-karabin-cz-557-synthetic-black-edition-308-win.html,"Пермский край, Соликамск"
798,Вепрь супер 308,60 000 руб.,"10 Августа, в 15:45",https://gunsbroker.ru/hunting/883251_vepr-super-308.html,"Архангельская область, Плесецк"
799,иж - 18 мн 308,30 000 руб.,"10 Августа, в 08:12",https://gunsbroker.ru/hunting/870172_ij---18-mn-308.html,"Хабаровский край, вяземский"
800,сабатти ровер 870,90 000 руб.,"10 Августа, в 08:12",https://gunsbroker.ru/hunting/870185_sabatti-rover-870.html,"Хабаровский край, вяземский"
801,АТА АРМС ТУРКУА,90 000 руб.,"8 Августа, в 14:12",https://gunsbroker.ru/hunting/801930_ata-arms-turkua.html,"Кировская  область, Луза"
802,СОК-95 L=590 б/о к.308Win,127 000 руб.,"8 Августа, в 09:46",https://gunsbroker.ru/hunting/842293_sok-95-l590-bo-k308win.html,Нижегородская область
803,Savage 11 DOA XP 308Win,165 500 руб.,"8 Августа, в 09:45",https://gunsbroker.ru/hunting/782395_savage-11-doa-xp-308win.html,Нижегородская область
804,cz 557 range rifle 308 win,190 000 руб.,"8 Августа, в 04:10",https://gunsbroker.ru/hunting/840841_cz-557-range-rifle-308-win.html,"Иркутская область, Иркутск"
805,Вепрь 308,50 000 руб.,"7 Августа, в 18:07",https://gunsbroker.ru/hunting/882591_vepr-308.html,Москва
806,ARTTECH PRIMA,100 000 руб.,"7 Августа, в 12:54",https://gunsbroker.ru/hunting/824609_arttech-prima.html,"ХМАО - Югра, Сургут"
807,Remington 750 Woodmaster 308.win,110 000 руб.,"7 Августа, в 09:23",https://gunsbroker.ru/hunting/848039_remington-750-woodmaster-308win.html,"Кемеровская область, Кемерово"
808,Сайга 308-1,90 000 руб.,"6 Августа, в 22:50",https://gunsbroker.ru/hunting/882393_sayga-308-1.html,"Ярославская область, Данилов"
809,Вепрь-308 калибра308win,65 000 руб.,"6 Августа, в 20:01",https://gunsbroker.ru/hunting/882346_vepr-308-kalibra308win.html,"Тверская область, Тверь"
810,ATA arms turcua sintetic black 308 win,135 000 руб.,"6 Августа, в 17:11",https://gunsbroker.ru/hunting/827197_ata-arms-turcua-sintetic-black-308-win.html,"Волгоградская область, Иловля"
811,Лось Тактика,187 000 руб.,"6 Августа, в 05:38",https://gunsbroker.ru/hunting/882093_los-taktika.html,"Республика Хакасия, Абакан"
812,Ремингтон 700,415 000 руб.,"5 Августа, в 14:39",https://gunsbroker.ru/hunting/881923_remington-700.html,"Новосибирская область, Новосибирск"
813,Rossler Titan 6 LH (Левша),190 000 руб.,"5 Августа, в 13:53",https://gunsbroker.ru/hunting/824990_rossler-titan-6-lh-levsha.html,Санкт-Петербург
814,Сайга-308 исп. 61; 308 Win; 415 мм арт.201400901221 (Новый),70 400 руб.,"4 Августа, в 14:02",https://gunsbroker.ru/hunting/780457_sayga-308-isp-61-308-win-415-mm-art201400901221-novyy.html,"Москва, Раменское"
815,Remington 700 VLS,220 000 руб.,"4 Августа, в 11:20",https://gunsbroker.ru/hunting/879982_remington-700-vls.html,"Республика Тыва, Кызыл"
816,Сайга 308WIN,30 000 руб.,"4 Августа, в 10:19",https://gunsbroker.ru/hunting/814849_sayga-308win.html,"Амурская область, Благовещенск"
817,Pietta chonos,120 000 руб.,"4 Августа, в 02:08",https://gunsbroker.ru/hunting/848653_pietta-chonos.html,"Забайкальский край,  Могоча"
818,Ata arms turgua 2е поколение 308 калибр,110 000 руб.,"3 Августа, в 17:20",https://gunsbroker.ru/hunting/881295_ata-arms-turgua-2e-pokolenie-308-kalibr.html,"Республика Карелия, Сегежа"
819,Лось 7-1,85 000 руб.,"3 Августа, в 10:00",https://gunsbroker.ru/hunting/849550_los-7-1.html,"Республика Бурятия, Улан-Удэ"
820,Вепрь-308 к.308win 2008 г.в. №ТН6956,79 750 руб.,"3 Августа, в 09:50",https://gunsbroker.ru/hunting/876964_vepr-308-k308win-2008-gv-tn6956.html,"Свердловская область, Екатеринбург"
821,Ata turgua 308win,120 000 руб.,"2 Августа, в 22:20",https://gunsbroker.ru/hunting/881139_ata-turgua.html,"Ставропольский край, Михайловск"
822,Продам карабин STEYR MANNLICHER AUSTRIA  PROHUNTER SPORT A1,600 000 руб.,"2 Августа, в 13:24",https://gunsbroker.ru/hunting/868641_prodam-karabin-steyr-mannlicher-austria-prohunter-sport-a1.html,"Орловская область, Орел"
823,Карабин ATA ARMS ALR 308Win 610мм,330 000 руб.,"1 Августа, в 17:00",https://gunsbroker.ru/hunting/806772_karabin-ata-arms-alr-308win-610mm.html,"Амурская область, Благовещенск"
824,Нарезной карабин Arttech PRIMA 308 Wood с резьбой L=510 Смотрите видеообзор.,129 300 руб.,"1 Августа, в 15:26",https://gunsbroker.ru/hunting/688422_arttech-prima-308-wood-s-rezboy-l510.html,Москва
825,"Карабин Егерь ВПО-114 (новый), .308Win",110 000 руб.,"1 Августа, в 13:16",https://gunsbroker.ru/hunting/824788_karabin-eger-vpo-114.html,Москва
826,SWC TITAN AR-10 308win L-420-460мм,385 000 руб.,"1 Августа, в 10:31",https://gunsbroker.ru/hunting/855103_swc-titan-ar-10-308win-l-420-460mm.html,"Воронежская область, Воронеж"
827,Ата Туркуа ген 2,100 000 руб.,"31 Июля, в 17:04",https://gunsbroker.ru/hunting/827213_ata-turkua-gen-2.html,"Свердловская область, Богданович"
828,Remington 770,120 000 руб.,"30 Июля, в 15:28",https://gunsbroker.ru/hunting/851947_remington-770.html,"Самарская область, Тольятти"
829,CZ 557,200 000 руб.,"30 Июля, в 14:52",https://gunsbroker.ru/hunting/880348_cz-557.html,"Ростовская область, Веселовский район,Повелок Веселый"
830,Benelli Argo к.308Win №BB034942.BC034942,215 000 руб.,"30 Июля, в 11:26",https://gunsbroker.ru/hunting/880292_benelli-argo-k308win-bb034942bc034942.html,"Свердловская область, Екатеринбург"
831,Remington 700 SPS,250 000 руб.,"29 Июля, в 20:45",https://gunsbroker.ru/hunting/880167_remington-700-sps.html,Москва
832,CZ-550 Standart,100 000 руб.,"29 Июля, в 16:43",https://gunsbroker.ru/hunting/803219_cz-550-standart.html,"Архангельская область, Архангельск"
833,Мр-251,30 000 руб.,"29 Июля, в 02:49",https://gunsbroker.ru/hunting/879903_mr-251.html,"Мурманская область, Мурманск"
834,CZ557,200 000 руб.,"28 Июля, в 20:08",https://gunsbroker.ru/hunting/879849_cz557.html,"Тульская область, Тула"
835,ТОЗ 109,85 000 руб.,"28 Июля, в 18:43",https://gunsbroker.ru/hunting/879816_toz-109.html,"Белгородская область, Белгород"
836,Вепрь 308,100 000 руб.,"28 Июля, в 14:31",https://gunsbroker.ru/hunting/879729_vepr-308.html,"Липецкая область, Красное"
837,MOSSBERG 100 ATR,60 000 руб.,"28 Июля, в 14:24",https://gunsbroker.ru/hunting/550055_mossberg-100-atr.html,"Алтайский край, Рубцовск"
838,Сайга 308-1,65 000 руб.,"28 Июля, в 08:56",https://gunsbroker.ru/hunting/879646_sayga-308-1.html,"Свердловская область, Сухой лог"
839,"Istanbul Silah ""Monza"" кал. 308win",300 000 руб.,"27 Июля, в 19:13",https://gunsbroker.ru/hunting/873505_istanbul-silah-monza-kal-308win.html,"Калининградская область, Полесск"
840,"CZ 750 S1M1, калибр 308 Win",400 000 руб.,"27 Июля, в 15:02",https://gunsbroker.ru/hunting/830917_cz-750-s1m1-kalibr-308-win.html,"Республика Крым, Севастополь"
841,Тикка т3 308win варминт,550 000 руб.,"27 Июля, в 13:40",https://gunsbroker.ru/hunting/877939_tikka-t3-308win-varmint.html,"Калининградская область, Советск"
842,ATA TURQUA M SYNTHETIC BLACK .308WIN 51C,135 000 руб.,"26 Июля, в 17:11",https://gunsbroker.ru/hunting/879351_ata-turqua-m-synthetic-black-308win-51c.html,"Свердловская область, Каменск уральский"
843,Browning Bar Match,220 000 руб.,"25 Июля, в 17:29",https://gunsbroker.ru/hunting/879167_browning-bar-match.html,"Самарская область, Самара (Самарская область)"
844,Orsis AR 10,380 000 руб.,"25 Июля, в 15:30",https://gunsbroker.ru/hunting/762459_orsis-ar-10.html,"Республика Крым, Евпатория"
845,ORSIS 120,250 000 руб.,"25 Июля, в 14:55",https://gunsbroker.ru/hunting/879134_orsis-120.html,"Ставропольский край, Село Татарка. Шпаковский район"
846,145 Лось к.308 (Новый) Звоните +7495-175-75-75,110 900 руб.,"25 Июля, в 13:51",https://gunsbroker.ru/hunting/749461_145-los-k308-novyy.html,"Москва, Раменское"
847,WINCHESTER SXR 2 Composite cal .308 WIN (Новый),302 999 руб.,"25 Июля, в 13:28",https://gunsbroker.ru/hunting/759451_winchester-sxr-2-composite-cal-308-win-novyy.html,"Москва, Раменское"
848,Tikka T3x LITE ROUGHTECH 308,390 000 руб.,"24 Июля, в 23:53",https://gunsbroker.ru/hunting/840223_t3x-lite-roughtech.html,Москва
849,Monza 308 win,100 000 руб.,"24 Июля, в 19:57",https://gunsbroker.ru/hunting/461164_monza-308-win.html,"Республика Дагестан, Избербаш"
850,карабин ATA ARMS ALR 308 Win,200 000 руб.,"24 Июля, в 15:10",https://gunsbroker.ru/hunting/878865_karabin-ata-arms-alr-308-win.html,"Воронежская область, Воронеж"
851,Ложе (ложа) Orsis Alpine +магазин,45 000 руб.,"24 Июля, в 14:36",https://gunsbroker.ru/hunting/878859_loje-loja-orsis-alpine-magazin.html,"Воронежская область, Воронеж"
852,Веперь супер с,55 000 руб.,"23 Июля, в 16:14",https://gunsbroker.ru/hunting/878616_veper-super-s.html,"Ставропольский край, Будённовск"
853,Savage  m.110 Hunter 308 Win,243 010 руб.,"23 Июля, в 12:02",https://gunsbroker.ru/hunting/739329_savage-m110-hunter.html,Москва
854,МР 121 лис 308,35 000 руб.,"23 Июля, в 10:47",https://gunsbroker.ru/hunting/826463_mr-121-lis-308.html,"Забайкальский край, Чита"
855,Таркуа ген2 308win,100 000 руб.,"23 Июля, в 09:13",https://gunsbroker.ru/hunting/878462_tarkua-gen2-308win.html,"Липецкая область, Липецк"
856,Haenel Jaeger 10,190 000 руб.,"22 Июля, в 21:56",https://gunsbroker.ru/hunting/878392_haenel-jaeger-10.html,"Вологодская область, Вологда"
857,Сайга-308-1 исполнение 46,80 000 руб.,"22 Июля, в 19:52",https://gunsbroker.ru/hunting/850458_sayga-038-1-ispolnenie-46.html,"Республика Башкортостан, Туймазы"
858,Вепрь-308,70 000 руб.,"22 Июля, в 15:18",https://gunsbroker.ru/hunting/878275_vepr-308.html,"Иркутская область, Бирюсинск"
859,Бенелли Арго Эндуранс,721 000 руб.,"21 Июля, в 22:08",https://gunsbroker.ru/hunting/823798_benelli-argo-endurans.html,"Воронежская область, Воронеж"
860,Saiga- 308 - 1,80 000 руб.,"21 Июля, в 13:24",https://gunsbroker.ru/hunting/867995_saiga--308---1.html,"Приморский край, Владивосток"
861,HOWA 1500 308WIN,150 000 руб.,"21 Июля, в 10:36",https://gunsbroker.ru/hunting/793988_howa-1500-308win.html,Амурская область
862,Вепрь 308 супер индивидуальное исполнение,65 000 руб.,"21 Июля, в 00:05",https://gunsbroker.ru/hunting/472298_vepr-308-super-individualnoe-ispolnenie.html,"Орловская область, Орёл"
863,Ложе,50 000 руб.,"19 Июля, в 11:40",https://gunsbroker.ru/hunting/877177_loje.html,"Волгоградская область, Волгоград"
864,Blaser R8 спуск,50 000 руб.,"19 Июля, в 11:38",https://gunsbroker.ru/hunting/877172_spuskovoy-kurok.html,"Волгоградская область, Волгоград"
865,Deser Tech SRS A2 (Десертеч),2 800 000 руб.,"18 Июля, в 07:11",https://gunsbroker.ru/hunting/869908_deser-tech-srs-a2-desertech.html,"Краснодарский край, Краснодар"
